batch,heads,seqlen,head_dim,causal,precision,status,measured_runtime_ms,measured_runtime_std_ms,measured_bottleneck,error
1,32,1024,128,True,fp16,ok,0.06825599819421768,0.0030357873812184803,unknown,
1,32,1024,128,True,fp8,ok,0.0692799985408783,0.0032759480919576506,unknown,
1,32,1024,128,False,bf16,ok,0.07289600372314453,0.003725080323215219,unknown,
1,32,1024,128,False,fp16,ok,0.07260800153017044,0.0037960414840404067,unknown,
1,32,1024,128,False,fp8,ok,0.07062400132417679,0.004262250992604685,unknown,
1,32,2048,64,True,bf16,ok,0.08111999928951263,0.0039623316527808115,unknown,
1,32,2048,64,True,fp16,ok,0.08128000050783157,0.0011668361603058217,unknown,
1,32,2048,64,True,fp8,ok,0.0838719978928566,0.001364604945414639,unknown,
1,32,2048,64,False,bf16,ok,0.11363200098276138,0.0031681452225322364,unknown,
1,32,2048,64,False,fp16,ok,0.11132799834012985,0.0017516904498403305,unknown,
1,32,2048,64,False,fp8,ok,0.10425599664449692,0.000986669740856376,unknown,
1,32,2048,128,True,bf16,ok,0.08860799670219421,0.0023611994307237844,unknown,
1,32,2048,128,True,fp16,ok,0.08745600283145905,0.004020273740041023,unknown,
1,32,2048,128,True,fp8,ok,0.08620800077915192,0.004105625982025393,unknown,
1,32,2048,128,False,bf16,ok,0.12080000340938568,0.0023821185457545157,unknown,
1,32,2048,128,False,fp16,ok,0.12140800058841705,0.0020817223871014054,unknown,
1,32,2048,128,False,fp8,ok,0.10592000186443329,0.00105435006894092,unknown,
1,32,4096,64,True,bf16,ok,0.14975999295711517,0.004694077498414215,unknown,
1,32,4096,64,True,fp16,ok,0.1509760022163391,0.002444598774970529,unknown,
1,32,4096,64,True,fp8,ok,0.15158399939537048,0.0019109926686687751,unknown,
1,32,4096,64,False,bf16,ok,0.2757120132446289,0.006038707854719105,unknown,
1,32,4096,64,False,fp16,ok,0.2766079902648926,0.002880359653101897,unknown,
1,32,4096,64,False,fp8,ok,0.23257599771022797,0.0017652875408924616,unknown,
1,32,4096,128,True,bf16,ok,0.1653120070695877,0.0038478964600606983,unknown,
1,32,4096,128,True,fp16,ok,0.16633599996566772,0.0025315603222041735,unknown,
1,32,4096,128,True,fp8,ok,0.1571200042963028,0.0028759975886400824,unknown,
1,32,4096,128,False,bf16,ok,0.31088000535964966,0.004295328544315827,unknown,
1,32,4096,128,False,fp16,ok,0.3139519989490509,0.0039192323504411855,unknown,
1,32,4096,128,False,fp8,ok,0.23968000710010529,0.0040931466473894925,unknown,
1,32,8192,64,True,bf16,ok,0.3916800022125244,0.005032249331772954,unknown,
1,32,8192,64,True,fp16,ok,0.3915199935436249,0.003373355162082483,unknown,
1,32,8192,64,True,fp8,ok,0.38867199420928955,0.0032769206759786468,unknown,
1,32,8192,64,False,bf16,ok,0.809440016746521,0.004067154711991025,unknown,
1,32,8192,64,False,fp16,ok,0.8145279884338379,0.015403793294859545,unknown,
1,32,8192,64,False,fp8,ok,0.6528319716453552,0.003816499029115419,unknown,
1,32,8192,128,True,bf16,ok,0.4280320107936859,0.0035461283940818734,unknown,
1,32,8192,128,True,fp16,ok,0.43772798776626587,0.005250087667083925,unknown,
1,32,8192,128,True,fp8,ok,0.3875519931316376,0.00412737023316469,unknown,
1,32,8192,128,False,bf16,ok,0.9204800128936768,0.0054070792260858015,unknown,
1,32,8192,128,False,fp16,ok,0.9455040097236633,0.0060918336684822735,unknown,
1,32,8192,128,False,fp8,ok,0.6643840074539185,0.00755160518744607,unknown,
1,32,16384,64,True,bf16,ok,1.296671986579895,0.0069386018567325096,unknown,
1,32,16384,64,True,fp16,ok,1.2960319519042969,0.0023021369750409484,unknown,
1,32,16384,64,True,fp8,ok,1.2804800271987915,0.008126026185883897,unknown,
1,32,16384,64,False,bf16,ok,3.050112009048462,0.0051819647690171606,unknown,
1,32,16384,64,False,fp16,ok,3.0502400398254395,0.011619199444560196,unknown,
1,32,16384,64,False,fp8,ok,2.4085121154785156,0.005410047470526359,unknown,
1,32,16384,128,True,bf16,ok,1.5029759407043457,0.005865387592324961,unknown,
1,32,16384,128,True,fp16,ok,1.553056001663208,0.004979954135962028,unknown,
1,32,16384,128,True,fp8,ok,1.3830080032348633,0.026542563223794093,unknown,
1,32,16384,128,False,bf16,ok,3.663007974624634,0.10783339171626075,unknown,
1,32,16384,128,False,fp16,ok,3.9173760414123535,0.020404095858994196,unknown,
1,32,16384,128,False,fp8,ok,2.7896640300750732,0.011037916311874058,unknown,
1,64,1024,64,True,bf16,ok,0.07215999811887741,0.002241485388065721,unknown,
1,64,1024,64,True,fp16,ok,0.07433599978685379,0.0018302217364130982,unknown,
1,64,1024,64,True,fp8,ok,0.07734400033950806,0.00529973596002374,unknown,
1,64,1024,64,False,bf16,ok,0.08560000360012054,0.0013677906689787062,unknown,
1,64,1024,64,False,fp16,ok,0.08569599688053131,0.0013162455956597327,unknown,
1,64,1024,64,False,fp8,ok,0.08009599894285202,0.001929603038285591,unknown,
1,64,1024,128,True,bf16,ok,0.0756480023264885,0.005776773498963586,unknown,
1,64,1024,128,True,fp16,ok,0.07628799974918365,0.0015581414458287533,unknown,
1,64,1024,128,True,fp8,ok,0.07686399668455124,0.003192728143965913,unknown,
1,64,1024,128,False,bf16,ok,0.08908800035715103,0.0020687448739578943,unknown,
1,64,1024,128,False,fp16,ok,0.08940800279378891,0.0010050746856909375,unknown,
1,64,1024,128,False,fp8,ok,0.08432000130414963,0.002995992259238939,unknown,
1,64,2048,64,True,bf16,ok,0.11555200070142746,0.003016618086035552,unknown,
1,64,2048,64,True,fp16,ok,0.111455999314785,0.004873496157348228,unknown,
1,64,2048,64,True,fp8,ok,0.11459200084209442,0.004848459156630471,unknown,
1,64,2048,64,False,bf16,ok,0.1685439944267273,0.003371379224304828,unknown,
1,64,2048,64,False,fp16,ok,0.1682559996843338,0.004757066751186936,unknown,
1,64,2048,64,False,fp8,ok,0.14819200336933136,0.003560163303807265,unknown,
1,64,2048,128,True,bf16,ok,0.12284799665212631,0.0026873899062400857,unknown,
1,64,2048,128,True,fp16,ok,0.12390399724245071,0.002020034769903283,unknown,
1,64,2048,128,True,fp8,ok,0.12006399780511856,0.0036809462395371514,unknown,
1,64,2048,128,False,bf16,ok,0.1915840059518814,0.002349006349710685,unknown,
1,64,2048,128,False,fp16,ok,0.1903039962053299,0.002178046645033406,unknown,
1,64,2048,128,False,fp8,ok,0.15161600708961487,0.004014065928954267,unknown,
1,64,4096,64,True,bf16,ok,0.24803200364112854,0.0024101312876291495,unknown,
1,64,4096,64,True,fp16,ok,0.24803200364112854,0.0033633192771241895,unknown,
1,64,4096,64,True,fp8,ok,0.24243199825286865,0.0009495420175033084,unknown,
1,64,4096,64,False,bf16,ok,0.43516799807548523,0.0033227001626528535,unknown,
1,64,4096,64,False,fp16,ok,0.4375680088996887,0.006483646930647087,unknown,
1,64,4096,64,False,fp8,ok,0.36022400856018066,0.0018186902680454309,unknown,
1,64,4096,128,True,bf16,ok,0.26576000452041626,0.0025018202973677637,unknown,
1,64,4096,128,True,fp16,ok,0.2682560086250305,0.0036873895806616365,unknown,
1,64,4096,128,True,fp8,ok,0.2503040134906769,0.0020494005151838837,unknown,
1,64,4096,128,False,bf16,ok,0.49827200174331665,0.0032768123565277206,unknown,
1,64,4096,128,False,fp16,ok,0.5061439871788025,0.0038359089879538852,unknown,
1,64,4096,128,False,fp8,ok,0.3739840090274811,0.006621559604715563,unknown,
1,64,8192,64,True,bf16,ok,0.7185279726982117,0.0027899939344584474,unknown,
1,64,8192,64,True,fp16,ok,0.7188479900360107,0.003927705056048195,unknown,
1,64,8192,64,True,fp8,ok,0.712768018245697,0.0032655021303910213,unknown,
1,64,8192,64,False,bf16,ok,1.5551040172576904,0.0031567953935464333,unknown,
1,64,8192,64,False,fp16,ok,1.5600320100784302,0.00990111162745282,unknown,
1,64,8192,64,False,fp8,ok,1.2396160364151,0.009005560204699881,unknown,
1,64,8192,128,True,bf16,ok,0.821727991104126,0.0030823814837873994,unknown,
1,64,8192,128,True,fp16,ok,0.8415039777755737,0.004089649676564228,unknown,
1,64,8192,128,True,fp8,ok,0.7061759829521179,0.002677216074189683,unknown,
1,64,8192,128,False,bf16,ok,1.8183039426803589,0.03205034902678816,unknown,
1,64,8192,128,False,fp16,ok,1.9553920030593872,0.05050692532876579,unknown,
